   50
   102.96391   -51.40459    0.        1.0
    66.29091    95.36552    0.00000   1.0
   126.41956  -129.78802    0.00000   1.0
   146.26312   -40.05101    0.00000   1.0
   145.23442    69.10626    0.00000   1.0
   -10.30517    -3.87950    0.00000   1.0
    94.64791    62.24169    0.00000   1.0
   -44.46988   113.53331    0.0000    1.0
   -62.49469  -178.20122    0.000     1.0
    88.71839  -150.86255    0.0000    1.0
    25.48309   -40.12201    0.0000    1.0
  -123.06071  -135.11433    0.00      1.0
  -106.34843  -176.94487    0.0000    1.0
  -142.15701   -94.08051    0.00000   1.0
  -117.64496   145.20123    0.00000   1.0
  -103.04908   185.73994    0.000     1.0
    49.61341    51.11846    0.00000   1.0
  -133.40976   101.27556    0.0000    1.0
    66.06940   -22.22493    0.00000   1.0
   131.52907   -85.87294    0.00000   1.0
   -97.71777   -96.72961    0.00000   1.0
   -62.99300    72.03471    0.0000    1.0
   156.12253   115.17668    0.0000    1.0
   -73.87514   148.94997    0.0000    1.0
   -53.28910  -101.04713    0.0000    1.0
   111.00859    -9.82473    0.00      1.0
    32.44688     6.45877    0.0000    1.0
   -38.86516    32.59107    0.0000    1.0
    -9.88749   -88.65894    0.00000   1.0
   166.03081  -151.79120    0.0000    1.0
   126.89690  -174.29161    0.0000    1.0
   -81.26336    29.73458    0.00000   1.0
   125.52182    29.80482    0.00000   1.0
   114.67146   101.49889    0.0000    1.0
   -28.10299   -48.18099    0.0000    1.0
  -160.99136   132.67500    0.00000   1.0
    63.41728   -67.69113    0.000     1.0
   -54.21980    -7.44635    0.00000   1.0
     3.71307    39.62275    0.00000   1.0
   -79.00669  -137.86392    0.0000    1.0
    22.76545    82.68121    0.0000    1.0
  -148.93227   176.31548    0.00000   1.0
    77.70991    19.86838    0.00000   1.0
   -35.02963  -142.21103    0.00      1.0
   -19.15101    76.96065    0.00000   1.0
    -2.23399   120.09212    0.0000    1.0
    90.65662  -103.66576    0.000     1.0
  -107.17225    65.53350    0.00000   1.0
   -88.47771   106.24066    0.0000    1.0
  -150.04607    58.12770    0.0000    1.0
